id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
4432,2019-03-16,20,Femenino,Norte,Divorciado,909749.953881136,240625.77767769533,3006705.496227656,616.0332251461485,97,3,155,Alto,Estandar,3,1,Web,Miercoles,3,6220,1
4442,2019-08-13,54,Masculino,Norte,Casado,803517.4096554734,418512.9190175482,1611870.288363654,,85,18,234,Bajo,Estandar,4,1,Web,Viernes,2,3769,0
4442,2019-08-13,54,Masculino,Norte,Casado,803517.4096554734,418512.9190175482,1611870.288363654,,85,18,234,Bajo,Estandar,4,1,Web,Viernes,2,3769,0
4710,2021-11-17,28,Otro,Norte,Divorciado,832848.934316117,594816.0076535257,2051815.110182388,484.8049986112794,5,15,25,Alto,Basico,1,0,Tienda,Domingo,0,8224,1
4710,2021-11-17,28,Otro,Norte,Divorciado,832848.934316117,594816.0076535257,2051815.110182388,484.8049986112794,5,15,25,Alto,Basico,1,0,Tienda,Domingo,0,8224,1
4720,2021-02-20,27,Femenino,Norte,Soltero,784240.9210557143,470426.8444344152,608018.012757442,543.6541004739249,95,12,135,Bajo,Estandar,1,0,Web,Viernes,5,2128,0
4720,2021-02-20,27,Femenino,Norte,Soltero,784240.9210557143,470426.8444344152,608018.012757442,543.6541004739249,95,12,135,Bajo,Estandar,1,0,Web,Viernes,5,2128,0
4727,2018-06-17,60,Otro,Norte,Casado,697584.6215395574,530393.787036818,607432.4820471129,548.1421709738917,16,11,18,Alto,Premium,3,0,Web,Martes,14,5170,0
4727,2018-06-17,60,Otro,Norte,Casado,697584.6215395574,530393.787036818,607432.4820471129,548.1421709738917,16,11,18,Alto,Premium,3,0,Web,Martes,14,5170,0
4847,2018-09-30,76,Otro,Sur,Divorciado,796011.195422771,416050.7605372871,1184562.5945766857,611.4721955459659,9,1,156,Alto,Estandar,3,0,Tienda,Sabado,20,4813,1
4847,2018-09-30,76,Otro,Sur,Divorciado,796011.195422771,416050.7605372871,1184562.5945766857,611.4721955459659,9,1,156,Alto,Estandar,3,0,Tienda,Sabado,20,4813,1
4900,2021-01-08,36,Femenino,Centro,Divorciado,1038788.6951850506,569541.9855363853,2221439.687799772,498.1329679758596,109,18,235,Bajo,Basico,1,0,Tienda,Domingo,18,1642,1
4900,2021-01-08,36,Femenino,Centro,Divorciado,1038788.6951850506,569541.9855363853,2221439.687799772,498.1329679758596,109,18,235,Bajo,Basico,1,0,Tienda,Domingo,18,1642,1
4925,2021-08-09,47,Femenino,Centro,Divorciado,481845.74020201823,523321.28392095584,1750851.652991024,715.2761396384363,20,9,39,Alto,Basico,1,0,Web,Viernes,4,5831,0
4925,2021-08-09,47,Femenino,Centro,Divorciado,481845.74020201823,523321.28392095584,1750851.652991024,715.2761396384363,20,9,39,Alto,Basico,1,0,Web,Viernes,4,5831,0
4937,2019-06-04,19,Femenino,Norte,Divorciado,705835.1196361394,290345.64123215486,4382722.519689253,621.5617716946019,61,7,328,Alto,Estandar,3,1,App,Lunes,3,1126,1
4937,2019-06-04,19,Femenino,Norte,Divorciado,705835.1196361394,290345.64123215486,4382722.519689253,621.5617716946019,61,7,328,Alto,Estandar,3,1,App,Lunes,3,1126,1
5070,2018-04-30,71,Femenino,Sur,Soltero,354124.0914937529,194441.8640952999,3425402.3270555623,525.9683981782789,61,14,90,Bajo,Estandar,4,0,App,Lunes,13,1850,1
5070,2018-04-30,71,Femenino,Sur,Soltero,354124.0914937529,194441.8640952999,3425402.3270555623,525.9683981782789,61,14,90,Bajo,Estandar,4,0,App,Lunes,13,1850,1
5168,2022-02-13,56,Femenino,Centro,Soltero,771248.9257430836,361891.1379572735,2827324.9742359472,769.7392258495444,79,13,193,Medio,Estandar,5,1,Web,Domingo,7,4855,0
5168,2022-02-13,56,Femenino,Centro,Soltero,771248.9257430836,361891.1379572735,2827324.9742359472,769.7392258495444,79,13,193,Medio,Estandar,5,1,Web,Domingo,7,4855,0
5171,2022-10-15,75,Masculino,Norte,Soltero,790477.7878171671,508931.20104694174,1807301.554927233,716.550704449386,80,6,344,Alto,Premium,1,1,Tienda,Lunes,17,4226,0
5171,2022-10-15,75,Masculino,Norte,Soltero,790477.7878171671,508931.20104694174,1807301.554927233,716.550704449386,80,6,344,Alto,Premium,1,1,Tienda,Lunes,17,4226,0
5185,2021-11-21,45,Femenino,Centro,Divorciado,890991.6450826934,318623.5441816765,1487706.228529442,697.2325591553812,104,6,187,Alto,Premium,2,1,App,Domingo,23,4400,1
5185,2021-11-21,45,Femenino,Centro,Divorciado,890991.6450826934,318623.5441816765,1487706.228529442,697.2325591553812,104,6,187,Alto,Premium,2,1,App,Domingo,23,4400,1
5203,2021-11-28,72,Femenino,Sur,Casado,793577.4974123377,341953.3189009754,2664562.7585350284,457.4096532100296,79,16,250,Bajo,Basico,4,0,Tienda,Martes,16,7891,0
5203,2021-11-28,72,Femenino,Sur,Casado,793577.4974123377,341953.3189009754,2664562.7585350284,457.4096532100296,79,16,250,Bajo,Basico,4,0,Tienda,Martes,16,7891,0
5234,2020-10-02,69,Otro,Centro,Casado,500435.7121254438,186251.3247180661,1790223.4589075306,,36,13,52,Bajo,Premium,4,0,App,Viernes,11,6052,0
5234,2020-10-02,69,Otro,Centro,Casado,500435.7121254438,186251.3247180661,1790223.4589075306,,36,13,52,Bajo,Premium,4,0,App,Viernes,11,6052,0
5319,2020-05-07,39,Masculino,Sur,Divorciado,524079.5693513473,113309.61723362248,721905.3869352131,612.3219535251471,108,5,13,Bajo,Basico,5,0,App,Lunes,20,2757,0
5319,2020-05-07,39,Masculino,Sur,Divorciado,524079.5693513473,113309.61723362248,721905.3869352131,612.3219535251471,108,5,13,Bajo,Basico,5,0,App,Lunes,20,2757,0
5406,2019-06-08,66,Masculino,Norte,Soltero,850248.7699084044,546572.5171470975,1377294.6044036592,512.4853865126711,35,2,40,Medio,Estandar,2,1,Tienda,Jueves,12,1611,1
5406,2019-06-08,66,Masculino,Norte,Soltero,850248.7699084044,546572.5171470975,1377294.6044036592,512.4853865126711,35,2,40,Medio,Estandar,2,1,Tienda,Jueves,12,1611,1
5421,2023-04-03,28,Otro,Norte,Divorciado,793983.9352224106,391626.0208926525,1196507.5870317752,630.793715936029,64,1,255,Medio,Estandar,1,0,Tienda,Viernes,6,9063,1
5421,2023-04-03,28,Otro,Norte,Divorciado,793983.9352224106,391626.0208926525,1196507.5870317752,630.793715936029,64,1,255,Medio,Estandar,1,0,Tienda,Viernes,6,9063,1
5559,2019-04-06,24,Femenino,Norte,Casado,690164.4083607284,448039.5457172963,2256264.220521019,622.1249713126163,51,11,101,Bajo,Estandar,4,0,App,Viernes,7,5420,0
5559,2019-04-06,24,Femenino,Norte,Casado,690164.4083607284,448039.5457172963,2256264.220521019,622.1249713126163,51,11,101,Bajo,Estandar,4,0,App,Viernes,7,5420,0
5643,2022-11-10,61,Masculino,Sur,Casado,796006.5868627721,302656.0074156571,2764078.7303057658,645.3487168495941,109,16,362,Bajo,Estandar,5,1,Web,Martes,8,5644,1
5643,2022-11-10,61,Masculino,Sur,Casado,796006.5868627721,302656.0074156571,2764078.7303057658,645.3487168495941,109,16,362,Bajo,Estandar,5,1,Web,Martes,8,5644,1
5659,2020-11-28,53,Femenino,Centro,Divorciado,989848.6983203534,506495.5353465484,1957963.0933367212,534.8890708279113,86,13,319,Medio,Premium,1,1,Web,Viernes,11,4315,1
5659,2020-11-28,53,Femenino,Centro,Divorciado,989848.6983203534,506495.5353465484,1957963.0933367212,534.8890708279113,86,13,319,Medio,Premium,1,1,Web,Viernes,11,4315,1
5702,2022-12-15,46,Femenino,Sur,Soltero,512784.4228830277,508955.679059796,2717020.1564533534,663.661199616424,22,18,158,Medio,Estandar,3,1,Web,Miercoles,0,8010,0
5702,2022-12-15,46,Femenino,Sur,Soltero,512784.4228830277,508955.679059796,2717020.1564533534,663.661199616424,22,18,158,Medio,Estandar,3,1,Web,Miercoles,0,8010,0
5739,2020-03-01,36,Masculino,Norte,Divorciado,677313.4103972143,513535.27194232575,2811802.6038527763,516.7165908345467,62,12,46,Bajo,Basico,1,1,Web,Lunes,23,9815,0
5739,2020-03-01,36,Masculino,Norte,Divorciado,677313.4103972143,513535.27194232575,2811802.6038527763,516.7165908345467,62,12,46,Bajo,Basico,1,1,Web,Lunes,23,9815,0
5777,2022-08-06,53,Otro,Centro,Soltero,806053.5076775473,494319.349945153,3308574.251930334,485.3291050588933,59,19,201,Bajo,Estandar,1,0,Web,Martes,9,3116,0
5777,2022-08-06,53,Otro,Centro,Soltero,806053.5076775473,494319.349945153,3308574.251930334,485.3291050588933,59,19,201,Bajo,Estandar,1,0,Web,Martes,9,3116,0
5780,2018-04-07,44,Otro,Centro,Soltero,721363.8999346556,251433.7366856472,1571765.3573765229,544.6221581808869,12,1,73,Bajo,Estandar,1,1,Tienda,Martes,19,2039,0
5780,2018-04-07,44,Otro,Centro,Soltero,721363.8999346556,251433.7366856472,1571765.3573765229,544.6221581808869,12,1,73,Bajo,Estandar,1,1,Tienda,Martes,19,2039,0
5817,2020-01-08,22,Masculino,Sur,Divorciado,607607.9074387467,484192.4296761391,2046281.4907475708,448.501457805125,41,12,153,Medio,Estandar,5,0,Tienda,Miercoles,0,4882,0
5817,2020-01-08,22,Masculino,Sur,Divorciado,607607.9074387467,484192.4296761391,2046281.4907475708,448.501457805125,41,12,153,Medio,Estandar,5,0,Tienda,Miercoles,0,4882,0
5887,2022-02-26,71,Otro,Centro,Soltero,372967.5603303559,290321.9363218672,2213771.413831184,484.7406687383384,114,12,196,Alto,Estandar,4,0,Web,Sabado,17,9496,1
5887,2022-02-26,71,Otro,Centro,Soltero,372967.5603303559,290321.9363218672,2213771.413831184,484.7406687383384,114,12,196,Alto,Estandar,4,0,Web,Sabado,17,9496,1
5999,2021-04-19,54,Masculino,Norte,Soltero,1085684.7321273496,130648.63323398662,2333095.5003874595,764.9295601731696,57,6,359,Medio,Premium,1,0,Web,Martes,0,4114,0
5999,2021-04-19,54,Masculino,Norte,Soltero,1085684.7321273496,130648.63323398662,2333095.5003874595,764.9295601731696,57,6,359,Medio,Premium,1,0,Web,Martes,0,4114,0
6004,2022-04-06,36,Otro,Centro,Divorciado,767548.4410304447,303633.9586925968,2356213.184404658,870.1636260733607,84,14,279,Medio,Basico,5,0,Tienda,Miercoles,5,2233,1
6004,2022-04-06,36,Otro,Centro,Divorciado,767548.4410304447,303633.9586925968,2356213.184404658,870.1636260733607,84,14,279,Medio,Basico,5,0,Tienda,Miercoles,5,2233,1
6054,2022-02-19,74,Masculino,Norte,Casado,809959.5144009093,307458.2847316312,2413146.026193873,731.865100799345,88,10,233,Medio,Estandar,2,1,App,Miercoles,0,1029,1
6054,2022-02-19,74,Masculino,Norte,Casado,809959.5144009093,307458.2847316312,2413146.026193873,731.865100799345,88,10,233,Medio,Estandar,2,1,App,Miercoles,0,1029,1
6058,2019-01-04,58,Otro,Norte,Soltero,667741.0162656417,472405.362548243,1821423.8583163703,468.2557108400326,82,12,13,Bajo,Premium,2,1,Web,Domingo,23,3394,0
6058,2019-01-04,58,Otro,Norte,Soltero,667741.0162656417,472405.362548243,1821423.8583163703,468.2557108400326,82,12,13,Bajo,Premium,2,1,Web,Domingo,23,3394,0
6114,2019-07-19,52,Otro,Sur,Divorciado,773872.0220112936,335397.0015751544,1847763.830058327,428.6265494382599,36,9,345,Bajo,Estandar,3,0,App,Sabado,23,4968,1
6114,2019-07-19,52,Otro,Sur,Divorciado,773872.0220112936,335397.0015751544,1847763.830058327,428.6265494382599,36,9,345,Bajo,Estandar,3,0,App,Sabado,23,4968,1
6147,2021-04-10,58,Femenino,Centro,Casado,964767.4505567816,260485.3600927079,2008228.401639047,558.0541718047754,101,1,144,Bajo,Premium,3,0,Tienda,Domingo,20,8677,0
6147,2021-04-10,58,Femenino,Centro,Casado,964767.4505567816,260485.3600927079,2008228.401639047,558.0541718047754,101,1,144,Bajo,Premium,3,0,Tienda,Domingo,20,8677,0
6172,2023-01-09,24,Masculino,Centro,Soltero,557281.9495909801,,8037671.175113589,446.9747258463322,9,1,58,Medio,Estandar,1,0,App,Miercoles,14,7158,0
6172,2023-01-09,24,Masculino,Centro,Soltero,557281.9495909801,,8037671.175113589,446.9747258463322,9,1,58,Medio,Estandar,1,0,App,Miercoles,14,7158,0
6181,2022-01-14,36,Otro,Centro,Casado,910134.7259096896,163125.48462482612,2429629.98587083,635.4186964587348,87,10,249,Alto,Premium,4,0,App,Sabado,13,6605,1
6181,2022-01-14,36,Otro,Centro,Casado,910134.7259096896,163125.48462482612,2429629.98587083,635.4186964587348,87,10,249,Alto,Premium,4,0,App,Sabado,13,6605,1
6206,2019-08-01,40,Masculino,Centro,Soltero,,522605.5304118344,1674399.4411752676,625.9355963341408,48,16,286,Alto,Estandar,5,0,Web,Domingo,16,4178,1
6206,2019-08-01,40,Masculino,Centro,Soltero,,522605.5304118344,1674399.4411752676,625.9355963341408,48,16,286,Alto,Estandar,5,0,Web,Domingo,16,4178,1
6227,2020-03-21,39,Femenino,Sur,Divorciado,1051300.4468215157,385848.32810083946,2946192.652193619,472.21131586914265,15,10,112,Bajo,Basico,1,0,App,Viernes,15,4651,0
6227,2020-03-21,39,Femenino,Sur,Divorciado,1051300.4468215157,385848.32810083946,2946192.652193619,472.21131586914265,15,10,112,Bajo,Basico,1,0,App,Viernes,15,4651,0
6234,2023-04-29,35,Femenino,Centro,Soltero,1004165.7584126544,399995.2753916225,3393243.5590173,633.7618000276834,85,6,358,Alto,Estandar,2,1,App,Jueves,23,1932,1
6234,2023-04-29,35,Femenino,Centro,Soltero,1004165.7584126544,399995.2753916225,3393243.5590173,633.7618000276834,85,6,358,Alto,Estandar,2,1,App,Jueves,23,1932,1
6423,2019-03-03,45,Femenino,Norte,Divorciado,444929.2155945065,,1894097.419312021,620.9345329778349,57,18,188,Bajo,Basico,1,1,Tienda,Martes,15,6380,1
6423,2019-03-03,45,Femenino,Norte,Divorciado,444929.2155945065,,1894097.419312021,620.9345329778349,57,18,188,Bajo,Basico,1,1,Tienda,Martes,15,6380,1
6460,2023-03-27,27,Masculino,Sur,Casado,1024237.6196584112,580186.9535061873,1621527.8082831432,707.6978336638639,60,1,215,Bajo,Premium,4,0,App,Miercoles,11,1600,1
6460,2023-03-27,27,Masculino,Sur,Casado,1024237.6196584112,580186.9535061873,1621527.8082831432,707.6978336638639,60,1,215,Bajo,Premium,4,0,App,Miercoles,11,1600,1
6495,2021-07-13,58,Masculino,Norte,Casado,664330.8492886708,,3503161.916291899,644.4173956656199,93,4,92,Medio,Estandar,3,1,Web,Viernes,13,6218,0
6495,2021-07-13,58,Masculino,Norte,Casado,664330.8492886708,,3503161.916291899,644.4173956656199,93,4,92,Medio,Estandar,3,1,Web,Viernes,13,6218,0
6652,2020-09-10,37,Masculino,Centro,Soltero,502633.28502089664,599377.5664471503,1991629.912966664,675.2520469028007,102,1,200,Alto,Premium,2,1,Web,Lunes,15,1523,1
6652,2020-09-10,37,Masculino,Centro,Soltero,502633.28502089664,599377.5664471503,1991629.912966664,675.2520469028007,102,1,200,Alto,Premium,2,1,Web,Lunes,15,1523,1
6654,2022-02-02,34,Otro,Norte,Casado,,164678.49015831092,2845536.3725625696,533.9746258516809,87,12,47,Alto,Basico,2,0,Tienda,Viernes,6,6538,1
6654,2022-02-02,34,Otro,Norte,Casado,,164678.49015831092,2845536.3725625696,533.9746258516809,87,12,47,Alto,Basico,2,0,Tienda,Viernes,6,6538,1
6697,2021-03-19,18,Otro,Sur,Soltero,758088.4777904801,290263.74027752946,1488340.7928935736,509.88251673392335,19,4,30,Medio,Premium,4,1,Tienda,Domingo,11,6005,0
6697,2021-03-19,18,Otro,Sur,Soltero,758088.4777904801,290263.74027752946,1488340.7928935736,509.88251673392335,19,4,30,Medio,Premium,4,1,Tienda,Domingo,11,6005,0
6706,2018-07-02,50,Femenino,Centro,Casado,3910862.211200706,172316.12030572322,1257208.0421111537,670.6219415615386,41,12,77,Alto,Premium,3,1,Web,Sabado,3,2530,0
6706,2018-07-02,50,Femenino,Centro,Casado,3910862.211200706,172316.12030572322,1257208.0421111537,670.6219415615386,41,12,77,Alto,Premium,3,1,Web,Sabado,3,2530,0
6828,2020-01-27,75,Femenino,Norte,Soltero,922666.9741987016,443287.0485442845,1414650.033785543,578.2323830070401,74,7,321,Alto,Premium,4,0,App,Sabado,13,2919,1
6828,2020-01-27,75,Femenino,Norte,Soltero,922666.9741987016,443287.0485442845,1414650.033785543,578.2323830070401,74,7,321,Alto,Premium,4,0,App,Sabado,13,2919,1
6927,2019-06-05,39,Otro,Centro,Casado,1152687.8782790047,58861.19446043216,587898.6685021538,660.4343475056214,78,7,160,Medio,Basico,3,0,Web,Viernes,16,9724,0
6927,2019-06-05,39,Otro,Centro,Casado,1152687.8782790047,58861.19446043216,587898.6685021538,660.4343475056214,78,7,160,Medio,Basico,3,0,Web,Viernes,16,9724,0
6950,2021-12-02,33,Femenino,Centro,Casado,505332.3732397332,341058.2163326564,2119149.356927356,568.0718881925225,50,1,32,Bajo,Premium,3,1,Web,Jueves,23,3314,0
6950,2021-12-02,33,Femenino,Centro,Casado,505332.3732397332,341058.2163326564,2119149.356927356,568.0718881925225,50,1,32,Bajo,Premium,3,1,Web,Jueves,23,3314,0
6997,2018-08-31,57,Masculino,Centro,Soltero,815495.304535768,445535.6692109839,2875630.223721192,672.3811783001719,67,9,206,Medio,Basico,2,1,Tienda,Martes,10,7060,1
6997,2018-08-31,57,Masculino,Centro,Soltero,815495.304535768,445535.6692109839,2875630.223721192,672.3811783001719,67,9,206,Medio,Basico,2,1,Tienda,Martes,10,7060,1
7094,2022-02-27,59,Femenino,Norte,Soltero,559662.791851506,396001.6759803592,2805549.4666601983,488.5800079821519,14,6,210,Bajo,Premium,4,0,App,Lunes,7,5648,1
7094,2022-02-27,59,Femenino,Norte,Soltero,559662.791851506,396001.6759803592,2805549.4666601983,488.5800079821519,14,6,210,Bajo,Premium,4,0,App,Lunes,7,5648,1
7196,2018-02-13,53,Otro,Sur,Soltero,972368.2312561516,275497.2919118658,2555817.292129196,531.8235577569275,110,17,22,Medio,Premium,5,1,Web,Sabado,5,7218,0
7196,2018-02-13,53,Otro,Sur,Soltero,972368.2312561516,275497.2919118658,2555817.292129196,531.8235577569275,110,17,22,Medio,Premium,5,1,Web,Sabado,5,7218,0
7236,2018-10-07,69,Otro,Norte,Casado,91233.71202585194,339179.0844103825,1619985.9975487909,677.234261996116,11,2,224,Medio,Premium,5,0,Web,Viernes,0,7659,0
7236,2018-10-07,69,Otro,Norte,Casado,91233.71202585194,339179.0844103825,1619985.9975487909,677.234261996116,11,2,224,Medio,Premium,5,0,Web,Viernes,0,7659,0
7255,2021-04-15,48,Femenino,Centro,Casado,633929.4862452577,198664.6654522949,422685.6646867483,456.1610012255297,26,9,305,Bajo,Basico,3,1,App,Lunes,13,9889,1
7255,2021-04-15,48,Femenino,Centro,Casado,633929.4862452577,198664.6654522949,422685.6646867483,456.1610012255297,26,9,305,Bajo,Basico,3,1,App,Lunes,13,9889,1
7276,2018-12-07,51,Otro,Sur,Divorciado,539932.705088413,253333.19254953208,2692591.081596844,618.047473472513,88,2,204,Alto,Premium,4,1,Web,Lunes,19,4046,0
7276,2018-12-07,51,Otro,Sur,Divorciado,539932.705088413,253333.19254953208,2692591.081596844,618.047473472513,88,2,204,Alto,Premium,4,1,Web,Lunes,19,4046,0
7292,2020-07-03,54,Masculino,Sur,Divorciado,1136801.6315672146,,2203969.742257228,566.1668446006331,39,3,224,Medio,Premium,2,1,App,Domingo,9,2983,0
7292,2020-07-03,54,Masculino,Sur,Divorciado,1136801.6315672146,,2203969.742257228,566.1668446006331,39,3,224,Medio,Premium,2,1,App,Domingo,9,2983,0
7309,2020-02-04,26,Masculino,Sur,Soltero,72357.66030598502,454613.2885383761,974188.0357011172,593.2942403812008,90,5,342,Bajo,Estandar,2,1,App,Sabado,16,9504,1
7309,2020-02-04,26,Masculino,Sur,Soltero,72357.66030598502,454613.2885383761,974188.0357011172,593.2942403812008,90,5,342,Bajo,Estandar,2,1,App,Sabado,16,9504,1
7316,2021-06-25,30,Femenino,Sur,Casado,538186.530276254,107937.04857357749,1451815.5363054653,657.4125678621048,21,3,93,Alto,Estandar,4,1,App,Miercoles,18,9573,0
7316,2021-06-25,30,Femenino,Sur,Casado,538186.530276254,107937.04857357749,1451815.5363054653,657.4125678621048,21,3,93,Alto,Estandar,4,1,App,Miercoles,18,9573,0
7506,2019-01-03,71,Femenino,Norte,Divorciado,531626.1602145571,457266.95810813934,3069891.1373180444,586.3754107379963,108,6,327,Alto,Basico,5,1,Tienda,Sabado,0,1869,0
7506,2019-01-03,71,Femenino,Norte,Divorciado,531626.1602145571,457266.95810813934,3069891.1373180444,586.3754107379963,108,6,327,Alto,Basico,5,1,Tienda,Sabado,0,1869,0
7518,2018-05-15,25,Otro,Norte,Soltero,987387.5095492798,338640.6226388006,1773199.0475253847,662.8866107562488,69,18,219,Medio,Basico,2,0,Tienda,Jueves,3,3461,0
7518,2018-05-15,25,Otro,Norte,Soltero,987387.5095492798,338640.6226388006,1773199.0475253847,662.8866107562488,69,18,219,Medio,Basico,2,0,Tienda,Jueves,3,3461,0
7619,2021-09-14,20,Femenino,Norte,Casado,604726.1891999054,428351.2464979864,2284295.961470231,786.4033752733961,102,3,284,Bajo,Estandar,2,0,Web,Sabado,3,3575,0
7619,2021-09-14,20,Femenino,Norte,Casado,604726.1891999054,428351.2464979864,2284295.961470231,786.4033752733961,102,3,284,Bajo,Estandar,2,0,Web,Sabado,3,3575,0
7657,2022-04-19,66,Femenino,Sur,Soltero,793256.1041687558,405984.4409151066,2407468.2209765213,600.7951706100009,113,17,353,Bajo,Estandar,5,0,App,Sabado,9,8490,1
7657,2022-04-19,66,Femenino,Sur,Soltero,793256.1041687558,405984.4409151066,2407468.2209765213,600.7951706100009,113,17,353,Bajo,Estandar,5,0,App,Sabado,9,8490,1
7660,2019-08-02,50,Masculino,Sur,Casado,552737.4668976493,263657.6091231869,2878062.1889391583,656.1084502877859,2,10,229,Bajo,Premium,4,1,Web,Jueves,13,8124,1
7660,2019-08-02,50,Masculino,Sur,Casado,552737.4668976493,263657.6091231869,2878062.1889391583,656.1084502877859,2,10,229,Bajo,Premium,4,1,Web,Jueves,13,8124,1
7708,2019-08-06,47,Femenino,Sur,Divorciado,469533.22827105824,210079.87809124423,1880437.9586508255,789.4340967698323,37,13,13,Medio,Premium,2,1,App,Lunes,0,4223,0
7708,2019-08-06,47,Femenino,Sur,Divorciado,469533.22827105824,210079.87809124423,1880437.9586508255,789.4340967698323,37,13,13,Medio,Premium,2,1,App,Lunes,0,4223,0
7731,2022-11-03,24,Masculino,Centro,Divorciado,861515.3672998408,474899.2171967784,2237823.6932720942,588.8509696225088,48,14,197,Alto,Estandar,1,0,Tienda,Martes,19,4123,0
7731,2022-11-03,24,Masculino,Centro,Divorciado,861515.3672998408,474899.2171967784,2237823.6932720942,588.8509696225088,48,14,197,Alto,Estandar,1,0,Tienda,Martes,19,4123,0
7771,2018-03-11,36,Masculino,Norte,Divorciado,1083324.741873807,472899.8872068029,1639751.3537477937,564.7209889168466,8,5,51,Alto,Basico,1,0,Web,Miercoles,19,8763,0
7771,2018-03-11,36,Masculino,Norte,Divorciado,1083324.741873807,472899.8872068029,1639751.3537477937,564.7209889168466,8,5,51,Alto,Basico,1,0,Web,Miercoles,19,8763,0
7818,2022-09-02,71,Otro,Centro,Casado,537951.8320397642,440047.1695366504,1730264.4145478047,525.0945247846405,13,17,59,Alto,Premium,3,0,Tienda,Miercoles,8,9052,0
7818,2022-09-02,71,Otro,Centro,Casado,537951.8320397642,440047.1695366504,1730264.4145478047,525.0945247846405,13,17,59,Alto,Premium,3,0,Tienda,Miercoles,8,9052,0
7833,2021-08-17,27,Masculino,Norte,Casado,892116.2747293783,129360.6555288746,2577388.712656077,746.2209792204492,42,2,246,Alto,Basico,5,1,App,Miercoles,12,8331,0
7833,2021-08-17,27,Masculino,Norte,Casado,892116.2747293783,129360.6555288746,2577388.712656077,746.2209792204492,42,2,246,Alto,Basico,5,1,App,Miercoles,12,8331,0
7851,2022-11-25,51,Otro,Sur,Casado,738875.0154334061,732788.304282767,1633276.260376478,459.363324015781,13,14,172,Alto,Basico,1,0,Web,Domingo,8,1877,0
7851,2022-11-25,51,Otro,Sur,Casado,738875.0154334061,732788.304282767,1633276.260376478,459.363324015781,13,14,172,Alto,Basico,1,0,Web,Domingo,8,1877,0
7864,2020-06-05,72,Otro,Centro,Divorciado,521118.2053360457,439583.9730987924,1034237.0530693592,568.4424955136527,27,11,86,Medio,Premium,1,0,Web,Sabado,22,5179,0
7864,2020-06-05,72,Otro,Centro,Divorciado,521118.2053360457,439583.9730987924,1034237.0530693592,568.4424955136527,27,11,86,Medio,Premium,1,0,Web,Sabado,22,5179,0
7883,2021-12-20,71,Otro,Centro,Divorciado,969023.2390064038,484377.6366594618,2911178.13108112,498.62871404423976,7,1,310,Alto,Basico,2,0,App,Miercoles,7,2265,0
7883,2021-12-20,71,Otro,Centro,Divorciado,969023.2390064038,484377.6366594618,2911178.13108112,498.62871404423976,7,1,310,Alto,Basico,2,0,App,Miercoles,7,2265,0
7885,2019-03-25,53,Masculino,Sur,Soltero,763918.9347986176,402947.896024753,447953.4798113955,489.2604566465435,41,15,157,Medio,Estandar,2,0,Tienda,Lunes,15,2980,0
7885,2019-03-25,53,Masculino,Sur,Soltero,763918.9347986176,402947.896024753,447953.4798113955,489.2604566465435,41,15,157,Medio,Estandar,2,0,Tienda,Lunes,15,2980,0
7915,2021-02-15,51,Masculino,Norte,Soltero,818648.6816060554,449594.92763935495,2065731.1376201883,593.3958094939745,100,10,26,Medio,Basico,3,1,App,Domingo,1,3347,1
7915,2021-02-15,51,Masculino,Norte,Soltero,818648.6816060554,449594.92763935495,2065731.1376201883,593.3958094939745,100,10,26,Medio,Basico,3,1,App,Domingo,1,3347,1
7959,2021-01-18,67,Masculino,Sur,Casado,1082550.4973638062,201175.115702672,1928110.848802076,584.1681125210075,47,5,246,Bajo,Estandar,3,1,Web,Sabado,7,5568,0
7959,2021-01-18,67,Masculino,Sur,Casado,1082550.4973638062,201175.115702672,1928110.848802076,584.1681125210075,47,5,246,Bajo,Estandar,3,1,Web,Sabado,7,5568,0
8133,2019-09-25,77,Masculino,Sur,Divorciado,1256302.9403984891,474849.8539431426,221585.9956620694,655.0277170458114,91,10,315,Alto,Estandar,4,1,App,Jueves,7,6921,0
8133,2019-09-25,77,Masculino,Sur,Divorciado,1256302.9403984891,474849.8539431426,221585.9956620694,655.0277170458114,91,10,315,Alto,Estandar,4,1,App,Jueves,7,6921,0
8150,2021-08-15,79,Masculino,Sur,Divorciado,896710.613698219,328860.37015919934,2136304.764378364,511.3087303478277,105,17,194,Alto,Estandar,1,1,Tienda,Miercoles,2,3540,1
8150,2021-08-15,79,Masculino,Sur,Divorciado,896710.613698219,328860.37015919934,2136304.764378364,511.3087303478277,105,17,194,Alto,Estandar,1,1,Tienda,Miercoles,2,3540,1
8352,2023-05-10,77,Otro,Norte,Casado,782710.3493440201,,2971674.161370904,672.2412578488445,7,14,184,Alto,Premium,2,1,App,Viernes,19,7022,0
8352,2023-05-10,77,Otro,Norte,Casado,782710.3493440201,,2971674.161370904,672.2412578488445,7,14,184,Alto,Premium,2,1,App,Viernes,19,7022,0
8361,2022-11-17,50,Masculino,Centro,Divorciado,642128.06598364,206446.5285608056,2233028.846467941,551.5230590848612,83,19,62,Alto,Premium,3,1,Web,Martes,13,8449,0
